Chinese,Pinyin,Wade-Giles,Romatzyh
节,jié,chieh²,jye
节假日,jié jià rì,chieh² chia⁴ jih⁴,jye jiah ryh
节能,jié néng,chieh² neng²,jye neng
节奏,jiézòu,chieh² tsou⁴,jye tzow
杰出,jiéchū,chieh² ch'u¹,jye chu
截止,jiézhǐ,chieh² chih³,jye jyy
截至,jiézhì,chieh² chih⁴,jye jyh
解说,jiě shuō,chieh³ shuo¹,jiee shuo
界,jiè,chieh⁴,jieh
界,jiè ,chieh⁴,jieh
借鉴,jièjiàn,chieh⁴ chien⁴,jieh jiann
金额,jīn é,chin¹ e²,jin er
金钱,jīn qián,chin¹ ch'ien²,jin chyan
金融,jīnróng,chin¹ jung²,jin rong
尽,jìn,chin⁴,jinn
进攻,jìngōng,chin⁴ kung¹,jinn gong
近日,jìn rì,chin⁴ jih⁴,jinn ryh
近视,jìn shì,chin⁴ shih⁴,jinn shyh
惊人,jīng rén,ching¹ jen²,jing ren
惊喜,jīng xǐ,ching¹ hsi³,jing shii
精,jīng,ching¹,jing
精美,jīng měi,ching¹ mei³,jing meei
精品,jīng pǐn,ching¹ p'in³,jing piin
井,jǐng,ching³,jiing
景,jǐng,ching³,jiing
景点,jǐng diǎn,ching³ tien³,jiing dean
净,jìng,ching⁴,jinq
纠纷,jiūfēn,chiu¹ fen¹,jiou fen
纠正,jiūzhèng,chiu¹ cheng⁴,jiou jenq
酒水,jiǔ shuǐ,chiu³ shui³,jeou shoei
救命,jiù mìng,chiu⁴ ming⁴,jiow minq
救援,jiù yuán,chiu⁴ yüan²,jiow yuan
救助,jiù zhù,chiu⁴ chu⁴,jiow juh
就是说,jiù shì shuō,chiu⁴ shih⁴ shuo¹,jiow shyh shuo
就算,jiù suàn,chiu⁴ suan⁴,jiow suann
局,jú,chü²,jyu
剧,jù,chü⁴,jiuh
据,jù,chü⁴,jiuh
捐,juān,chüan¹,jiuan
捐款,juān kuǎn,chüan¹ k'uan³,jiuan koan
捐赠,juān zèng,chüan¹ tseng⁴,jiuan tzenq
捐助,juān zhù,chüan¹ chu⁴,jiuan juh
决策,juécè,chüeh² ts'e⁴,jyue tseh
觉悟,juéwù,chüeh² wu⁴,jyue wuh
绝,jué,chüeh²,jyue
绝大多数,jué dà duō shù,chüeh² ta⁴ to¹ shu⁴,jyue dah duo shuh
军队,jūnduì,chün¹ tui⁴,jiun duey
军舰,jūn jiàn,chün¹ chien⁴,jiun jiann
军事,jūnshì,chün¹ shih⁴,jiun shyh
开创,kāi chuàng,k'ai¹ ch'uang⁴,kai chuanq
开关,kāi guān,k'ai¹ kuan¹,kai guan
开设,kāi shè,k'ai¹ she⁴,kai sheh
开通,kāi tōng,k'ai¹ t'ung¹,kai tong
开头,kāi tóu,k'ai¹ t'ou²,kai tour
开夜车,kāi yè chē,k'ai¹ yeh⁴ ch'e¹,kai yeh che
看,kān,k'an¹,kan
看管,kān guǎn,k'an¹ kuan³,kan goan
看得起,kàn de qǐ,k'an⁴ de ch'i³,kann de chii
看作,kàn zuò,k'an⁴ tso⁴,kann tzuoh
康复,kāng fù,k'ang¹ fu⁴,kang fuh
抗议,kàngyì,k'ang⁴ i⁴,kanq yih
考场,kǎo chǎng,k'ao³ ch'ang³,kao chaang
考题,kǎo tí,k'ao³ t'i²,kao tyi
科研,kē yán,k'o¹ yan²,ke yan
客车,kè chē,k'o⁴ ch'e¹,keh che
肯,kěn,k'en³,keen
空军,kōng jūn,k'ung¹ chün¹,kong jiun
口试,kǒu shì,k'ou³ shih⁴,koou shyh
扣,kòu,k'ou⁴,kow
酷,kù,k'u⁴,kuh
跨,kuà,k'ua⁴,kuah
快车,kuài chē,k'uai⁴ ch'e¹,kuay che
宽阔,kuān kuò,k'uan¹ k'uo⁴,kuan kuoh
矿,kuàng,k'uang⁴,kuanq
阔,kuò,k'uo⁴,kuoh
来往,lái wǎng,lai² wang³,lai woang
赖,lài,lai⁴,lay
栏目,lánmù,lan² mu⁴,lan muh
蓝领,lán lǐng,lan² ling³,lan liing
蓝天,lán tiān,lan² t'ien¹,lan tian
懒,lǎn,lan³,laan
牢,láo,lao²,lau
老乡,lǎo xiāng,lao³ hsiang¹,lao shiang
冷气,lěng qì,leng³ ch'i⁴,leeng chih
冷水,lěng shuǐ,leng³ shui³,leeng shoei
礼堂,lǐ táng,li³ t'ang²,lii tarng
理,lǐ,li³,lii
理财,lǐ cái,li³ ts'ai²,lii tsair
理智,lǐzhì,li³ chih⁴,lii jyh
力,lì ,li⁴,lih
利,lì,li⁴,lih
联盟,liánméng,lien² meng²,lian meng
联赛,lián sài,lien² sai⁴,lian say
联手,lián shǒu,lien² shou³,lian shoou
凉鞋,liáng xié,liang² hsieh²,liang shye
两侧,liǎng cè,liang³ ts'e⁴,leang tseh
两手,liǎng shǒu,liang³ shou³,leang shoou
聊,liáo,liao²,liau
聊天儿,liáo tiānr,liao² t'ien¹ r,liau tian r
料,liào,liao⁴,liaw
料,liào,liao⁴,liaw
裂,liè,lieh⁴,lieh
灵活,línghuó,ling² huo²,ling hwo
领取,lǐng qǔ,ling³ ch'ü³,liing cheu
领袖,lǐngxiù,ling³ hsiu⁴,liing shiow
另,lìng,ling⁴,linq
留言,liú yán,liu² yan²,liou yan
流感,liú gǎn,liu² kan³,liou gaan
楼道,lóu dào,lou² tao⁴,lou daw
楼房,lóu fáng,lou² fang²,lou farng
露,lòu,lou⁴,low
陆军,lù jūn,lu⁴ chün¹,luh jiun
录像,lù xiàng,lu⁴ hsiang⁴,luh shianq
录音机,lù yīn jī,lu⁴ yin¹ chi¹,luh in ji
路过,lù guò,lu⁴ kuo⁴,luh guoh
露,lù,lu⁴,luh
马车,mǎ chē,ma³ ch'e¹,maa che
埋,mái,mai²,mai
馒头,mántou,man² tou,man tou
慢车,màn chē,man⁴ ch'e¹,mann che
盲人,máng rén,mang² jen²,mang ren
梅花,méi huā,mei² hua¹,mei hua
美容,měi róng,mei³ jung²,meei rong
蒙,méng,meng²,meng
猛,měng,meng³,meeng
棉,mián,mien²,mian
面对面,miàn duì miàn,mien⁴ tui⁴ mien⁴,miann duey miann
面向,miàn xiàng,mien⁴ hsiang⁴,miann shianq
妙,miào,miao⁴,miaw
灭,miè,mieh⁴,mieh
民歌,mín gē,min² ko¹,min ge
民工,mín gōng,min² kung¹,min gong
民警,mín jǐng,min² ching³,min jiing
民意,mín yì,min² i⁴,min yih
民主,mínzhǔ,min² chu³,min juu
名额,míng’é,ming² e²,ming er
名胜,míng shèng,ming² sheng⁴,ming shenq
名义,míng yì,ming² i⁴,ming yih
名誉,míngyù,ming² yü⁴,ming yuh
明日,míng rì,ming² jih⁴,ming ryh
命,mìng,ming⁴,minq
膜,mó,mo²,mo
磨,mó,mo²,mo
没收,mò shōu,mo⁴ shou¹,moh shou
墨水,mò shuǐ,mo⁴ shui³,moh shoei
母,mǔ,mu³,muu
母鸡,mǔ jī,mu³ chi¹,muu ji
母子,mǔ zǐ,mu³ tzu³,muu tzyy
墓,mù,mu⁴,muh
拿走,ná zǒu,na² tsou³,na tzoou
奶粉,nǎi fěn,nai³ fen³,nae feen
奶牛,nǎi niú,nai³ niu²,nae niou
难忘,nán wàng,nan² wang⁴,nan wanq
内地,nèi dì,nei⁴ ti⁴,ney dih
内外,nèi wài,nei⁴ wai⁴,ney way
内衣,nèi yī,nei⁴ i¹,ney i
能否,néng fǒu,neng² fou³,neng foou
泥,ní,ni²,ni
扭,niǔ,niu³,neou
排行榜,pái háng bǎng,p'ai² hang² pang³,pair harng baang
派出,pài chū,p'ai⁴ ch'u¹,pay chu
判,pàn,p'an⁴,pann
盼望,pànwàng,p'an⁴ wang⁴,pann wanq
陪同,péi tóng,p'ei² t'ung²,peir torng
配置,pèi zhì,p'ei⁴ chih⁴,pey jyh
皮球,pí qiú,p'i² ch'iu²,pyi chyou
偏,piān,p'ien¹,pian
贫困,pínkùn,p'in² k'un⁴,pyn kuenn
品牌,pǐn pái,p'in³ p'ai²,piin pair
聘请,pìn qǐng,p'in⁴ ch'ing³,pinn chiing
平凡,píngfán,p'ing² fan²,pyng farn
平方米,píng fāng mǐ,p'ing² fang¹ mi³,pyng fang mii
平衡,pínghéng,p'ing² heng²,pyng herng
平台,píng tái,p'ing² t'ai²,pyng tair
评,píng,p'ing²,pyng
评选,píng xuǎn,p'ing² hsüan³,pyng sheuan
屏幕,píngmù,p'ing² mu⁴,pyng muh
坡,pō,p'o¹,po
扑,pū,p'u¹,pu
铺,pū,p'u¹,pu
欺负,qīfu,ch'i¹ fu,chi fu
奇妙,qímiào,ch'i² miao⁴,chyi miaw
企图,qǐtú,ch'i³ t'u²,chii twu
起点,qǐ diǎn,ch'i³ tien³,chii dean
起诉,qǐ sù,ch'i³ su⁴,chii suh
气氛,qìfēn,ch'i⁴ fen¹,chih fen
恰当,qiàdàng,ch'ia⁴ tang⁴,chiah danq
恰好,qià hǎo,ch'ia⁴ hao³,chiah hao
恰恰,qià qià,ch'ia⁴ ch'ia⁴,chiah chiah
牵,qiān,ch'ien¹,chian
铅笔,qiānbǐ,ch'ien¹ pi³,chian bii
谦虚,qiānxū,ch'ien¹ hsü¹,chian shiu
前方,qián fāng,ch'ien² fang¹,chyan fang
前来,qián lái,ch'ien² lai²,chyan lai
潜力,qiánlì,ch'ien² li⁴,chyan lih
强盗,qiáng dào,ch'iang² tao⁴,chyang daw
强化,qiáng huà,ch'iang² hua⁴,chyang huah
强势,qiáng shì,ch'iang² shih⁴,chyang shyh
强壮,qiáng zhuàng,ch'iang² chuang⁴,chyang juanq
桥梁,qiáoliáng,ch'iao² liang²,chyau liang
巧妙,qiǎomiào,ch'iao³ miao⁴,cheau miaw
茄子,qié zi,ch'ieh² zi,chye zi
切实,qièshí,ch'ieh⁴ shih²,chieh shyr
侵犯,qīnfàn,ch'in¹ fan⁴,chin fann
亲属,qīn shǔ,ch'in¹ shu³,chin shuu
亲眼,qīn yǎn,ch'in¹ yan³,chin yean
倾向,qīngxiàng,ch'ing¹ hsiang⁴,ching shianq
清,qīng,ch'ing¹,ching
清洁,qīngjié,ch'ing¹ chieh²,ching jye
清洁工,qīng jié gōng,ch'ing¹ chieh² kung¹,ching jye gong
清明节,qīng míng jié,ch'ing¹ ming² chieh²,ching ming jye
清洗,qīng xǐ,ch'ing¹ hsi³,ching shii
情绪,qíngxù,ch'ing² hsü⁴,chyng shiuh
求职,qiú zhí,ch'iu² chih²,chyou jyr
球拍,qiú pāi,ch'iu² p'ai¹,chyou pai
球星,qiú xīng,ch'iu² hsing¹,chyou shing
球员,qiú yuán,ch'iu² yüan²,chyou yuan
区分,qūfēn,ch'ü¹ fen¹,chiu fen
渠道,qúdào,ch'ü² tao⁴,chyu daw
取款,qǔ kuǎn,ch'ü³ k'uan³,cheu koan
取款机,qǔ kuǎn jī,ch'ü³ k'uan³ chi¹,cheu koan ji
去掉,qù diào,ch'ü⁴ tiao⁴,chiuh diaw
权,quán,ch'üan²,chyuan
权力,quánlì,ch'üan² li⁴,chyuan lih
全力,quán lì,ch'üan² li⁴,chyuan lih
全新,quán xīn,ch'üan² hsin¹,chyuan shin
券,quàn,ch'üan⁴,chiuann
缺陷,quēxiàn,ch'üeh¹ hsien⁴,chiue shiann
却是,què shì,ch'üeh⁴ shih⁴,chiueh shyh
让座,ràng zuò,jang⁴ tso⁴,ranq tzuoh
热点,rè diǎn,je⁴ tien³,reh dean
热水,rè shuǐ,je⁴ shui³,reh shoei
热水器,rè shuǐ qì,je⁴ shui³ ch'i⁴,reh shoei chih
热线,rè xiàn,je⁴ hsien⁴,reh shiann
人权,rén quán,jen² ch'üan²,ren chyuan
认同,rèn tóng,jen⁴ t'ung²,renn torng
日夜,rì yè,jih⁴ yeh⁴,ryh yeh
日语,rì yǔ,jih⁴ yü³,ryh yeu
融合,róng hé,jung² ho²,rong her
融入,róng rù,jung² ju⁴,rong ruh
如,rú,ju²,ru
如一,rú yī,ju² i¹,ru i
乳制品,rǔ zhì pǐn,ju³ chih⁴ p'in³,ruu jyh piin
入,rù,ju⁴,ruh
入学,rù xué,ju⁴ hsüeh²,ruh shyue
若,ruò,jo⁴,ruoh
塞,sāi,sai¹,sai
赛,sài,sai⁴,say
赛场,sài chǎng,sai⁴ ch'ang³,say chaang
三明治,sān míng zhì,san¹ ming² chih⁴,san ming jyh
丧失,sàngshī,sang⁴ shih¹,sanq shy
山峰,shān fēng,shan¹ feng¹,shan feng
山谷,shān gǔ,shan¹ ku³,shan guu
山坡,shān pō,shan¹ p'o¹,shan po
伤口,shāng kǒu,shang¹ k'ou³,shang koou
伤亡,shāng wáng,shang¹ wang²,shang wang
伤员,shāng yuán,shang¹ yüan²,shang yuan
商城,shāng chéng,shang¹ ch'eng²,shang cherng
上当,shàngdàng,shang⁴ tang⁴,shanq danq
上帝,shàng dì,shang⁴ ti⁴,shanq dih
上市,shàng shì,shang⁴ shih⁴,shanq shyh
上台,shàng tái,shang⁴ t'ai²,shanq tair
上演,shàng yǎn,shang⁴ yan³,shanq yean
勺,sháo,shao²,shaur
少儿,shào ér,shao⁴ erh²,shaw erl
舌头,shétou,she² tou,sher tou
设计师,shè jì shī,she⁴ chi⁴ shih¹,sheh jih shy
涉及,shèjí,she⁴ chi²,sheh jyi
深化,shēn huà,shen¹ hua⁴,shen huah
深深,shēn shēn,shen¹ shen¹,shen shen
审查,shěnchá,shen³ ch'a²,sheen char
升级,shēng jí,sheng¹ chi²,sheng jyi
升学,shēng xué,sheng¹ hsüeh²,sheng shyue
升值,shēng zhí,sheng¹ chih²,sheng jyr
生活费,shēng huó fèi,sheng¹ huo² fei⁴,sheng hwo fey
省钱,shěng qián,sheng³ ch'ien²,sheeng chyan
圣诞节,shèng dàn jié,sheng⁴ tan⁴ chieh²,shenq dann jye
盛行,shèngxíng,sheng⁴ hsing²,shenq shyng
师父,shī fu,shih¹ fu,shy fu
师生,shī shēng,shih¹ sheng¹,shy sheng
时而,shí’ér,shih² erh²,shyr erl
时节,shí jié,shih² chieh²,shyr jye
时期,shíqī,shih² ch'i¹,shyr chi
时时,shí shí,shih² shih²,shyr shyr
时装,shí zhuāng,shih² chuang¹,shyr juang
识,shí,shih²,shyr
识字,shí zì,shih² tzu⁴,shyr tzyh
实践,shíjiàn,shih² chien⁴,shyr jiann
食欲,shí yù,shih² yü⁴,shyr yuh
市民,shì mín,shih⁴ min²,shyh min
事后,shì hòu,shih⁴ hou⁴,shyh how
试点,shì diǎn,shih⁴ tien³,shyh dean
适当,shì dàng,shih⁴ tang⁴,shyh danq
收藏,shōucáng,shou¹ ts'ang²,shou tsarng
收取,shōu qǔ,shou¹ ch'ü³,shou cheu
收养,shōu yǎng,shou¹ yang³,shou yeang
手续费,shǒu xù fèi,shou³ hsü⁴ fei⁴,shoou shiuh fey
首,shǒu,shou³,shoou
首次,shǒu cì,shou³ tz'u⁴,shoou tsyh
首脑,shǒu nǎo,shou³ nao³,shoou nao
首席,shǒu xí,shou³ hsi²,shoou shyi
首相,shǒu xiàng,shou³ hsiang⁴,shoou shianq
书房,shū fáng,shu¹ fang²,shu farng
薯片,shǔ piàn,shu³ p'ien⁴,shuu piann
薯条,shǔ tiáo,shu³ t'iao²,shuu tyau
双打,shuāng dǎ,shuang¹ ta³,shuang daa
爽,shuǎng,shuang³,shoang
水泥,shuǐní,shui³ ni²,shoei ni
税,shuì,shui⁴,shuey
顺,shùn,shun⁴,shuenn
说明书,shuō míng shū,shuo¹ ming² shu¹,shuo ming shu
说实话,shuō shí huà,shuo¹ shih² hua⁴,shuo shyr huah
司长,sī zhǎng,ssu¹ chang³,sy jaang
死亡,sǐwáng,ssu³ wang²,syy wang
四处,sì chù,ssu⁴ ch'u⁴,syh chuh
寺,sì,ssu⁴,syh
送礼,sòng lǐ,sung⁴ li³,sonq lii
送行,sòng xíng,sung⁴ hsing²,sonq shyng
素质,sùzhì,su⁴ chih⁴,suh jyh
算了,suàn le,suan⁴ le,suann le
算是,suàn shì,suan⁴ shih⁴,suann shyh
虽,suī,sui¹,suei
所,suǒ,so³,suoo
踏实,tāshi,t'a¹ shi,ta shi
塔,tǎ,t'a³,taa
台灯,tái dēng,t'ai² teng¹,tair deng
太阳能,tài yáng néng,t'ai⁴ yang² neng²,tay yang neng
叹气,tànqì,t'an⁴ ch'i⁴,tann chih
探索,tànsuǒ,t'an⁴ so³,tann suoo
探讨,tàntǎo,t'an⁴ t'ao³,tann tao
趟,tàng,t'ang⁴,tanq
掏,tāo,t'ao¹,tau
特,tè,t'e⁴,teh
特大,tè dà,t'e⁴ ta⁴,teh dah
特地,tè dì,t'e⁴ ti⁴,teh dih
特快,tè kuài,t'e⁴ k'uai⁴,teh kuay
特意,tèyì,t'e⁴ i⁴,teh yih
疼痛,téng tòng,t'eng² t'ung⁴,terng tonq
踢,tī,t'i¹,ti
提交,tí jiāo,t'i² chiao¹,tyi jiau
提升,tí shēng,t'i² sheng¹,tyi sheng
天然,tiān rán,t'ien¹ jan²,tian ran
天堂,tiāntáng,t'ien¹ t'ang²,tian tarng
天下,tiān xià,t'ien¹ hsia⁴,tian shiah
添,tiān,t'ien¹,tian
田,tián,t'ien²,tyan
田径,tiánjìng,t'ien² ching⁴,tyan jinq
跳水,tiào shuǐ,t'iao⁴ shui³,tiaw shoei
听取,tīng qǔ,t'ing¹ ch'ü³,ting cheu
通报,tōng bào,t'ung¹ pao⁴,tong baw
通道,tōng dào,t'ung¹ tao⁴,tong daw
通红,tōng hóng,t'ung¹ hung²,tong horng
通话,tōng huà,t'ung¹ hua⁴,tong huah
通行,tōng xíng,t'ung¹ hsing²,tong shyng
通讯,tōngxùn,t'ung¹ hsün⁴,tong shiunn
同,tóng,t'ung²,torng
同胞,tóngbāo,t'ung² pao¹,torng bau
同行,tóng háng,t'ung² hang²,torng harng
同期,tóng qī,t'ung² ch'i¹,torng chi
同一,tóng yī,t'ung² i¹,torng i
铜牌,tóng pái,t'ung² p'ai²,torng pair
头疼,tóu téng,t'ou² t'eng²,tour terng
投票,tóupiào,t'ou² p'iao⁴,tour piaw
透露,tòulù,t'ou⁴ lu⁴,tow luh
图书,tú shū,t'u² shu¹,twu shu
徒弟,túdì,t'u² ti⁴,twu dih
途径,tújìng,t'u² ching⁴,twu jinq
土,tǔ,t'u³,tuu
团队,tuán duì,t'uan² tui⁴,twan duey
推出,tuī chū,t'ui¹ ch'u¹,tuei chu
退票,tuì piào,t'ui⁴ p'iao⁴,tuey piaw
吞,tūn,t'un¹,tuen
托,tuō,t'o¹,tuo
拖,tuō,t'o¹,tuo
拖鞋,tuō xié,t'o¹ hsieh²,tuo shye
挖,wā,wa¹,ua
娃娃,wáwa,wa² wa,wa wa
外币,wài bì,wai⁴ pi⁴,way bih
外部,wài bù,wai⁴ pu⁴,way buh
外出,wài chū,wai⁴ ch'u¹,way chu
外观,wài guān,wai⁴ kuan¹,way guan
外科,wài kē,wai⁴ k'o¹,way ke
外来,wài lái,wai⁴ lai²,way lai
外头,wài tou,wai⁴ tou,way tou
外衣,wài yī,wai⁴ i¹,way i
外资,wài zī,wai⁴ tzu¹,way tzy
弯曲,wān qū,wan¹ ch'ü¹,uan chiu
顽皮,wán pí,wan² p'i²,wan pyi
顽强,wánqiáng,wan² ch'iang²,wan chyang
王后,wáng hòu,wang² hou⁴,wang how
王子,wángzǐ,wang² tzu³,wang tzyy
网吧,wǎng bā,wang³ pa¹,woang ba
网页,wǎng yè,wang³ yeh⁴,woang yeh
往后,wǎng hòu,wang³ hou⁴,woang how
往来,wǎng lái,wang³ lai²,woang lai
往年,wǎng nián,wang³ nien²,woang nian
望见,wàng jiàn,wang⁴ chien⁴,wanq jiann
危机,wēijī,wei¹ chi¹,uei ji
威胁,wēixié,wei¹ hsieh²,uei shye
微波炉,wēi bō lú,wei¹ po¹ lu²,uei bo lu
维生素,wéishēngsù,wei² sheng¹ su⁴,wei sheng suh
为此,wèi cǐ,wei⁴ tz'u³,wey tsyy
为何,wèi hé,wei⁴ ho²,wey her
文娱,wén yú,wen² yü²,wen yu
卧铺,wò pù,wo⁴ p'u⁴,woh puh
乌云,wū yún,wu¹ yün²,u yun
无边,wú biān,wu² pien¹,wu bian
无关,wú guān,wu² kuan¹,wu guan
无效,wú xiào,wu² hsiao⁴,wu shiaw
舞蹈,wǔdǎo,wu³ tao³,wuu dao
物品,wù pǐn,wu⁴ p'in³,wuh piin
误,wù,wu⁴,wuh
西班牙语,xī bān yá yǔ,hsi¹ pan¹ ya² yü³,shi ban ya yeu
吸毒,xī dú,hsi¹ tu²,shi dwu
牺牲,xīshēng,hsi¹ sheng¹,shi sheng
洗衣粉,xǐ yī fěn,hsi³ i¹ fen³,shii i feen
戏曲,xì qǔ,hsi⁴ ch'ü³,shih cheu
细胞,xìbāo,hsi⁴ pao¹,shih bau
细菌,xìjūn,hsi⁴ chün¹,shih jiun
先锋,xiān fēng,hsien¹ feng¹,shian feng
嫌,xián,hsien²,shyan
显出,xiǎn chū,hsien³ ch'u¹,shean chu
险,xiǎn,hsien³,shean
线路,xiàn lù,hsien⁴ lu⁴,shiann luh
陷入,xiànrù,hsien⁴ ju⁴,shiann ruh
响声,xiǎng shēng,hsiang³ sheng¹,sheang sheng
消耗,xiāohào,hsiao¹ hao⁴,shiau haw
消灭,xiāomiè,hsiao¹ mieh⁴,shiau mieh
小费,xiǎo fèi,hsiao³ fei⁴,sheau fey
小麦,xiǎomài,hsiao³ mai⁴,sheau may
小于,xiǎo yú,hsiao³ yü²,sheau yu
笑脸,xiào liǎn,hsiao⁴ lien³,shiaw lean
笑容,xiào róng,hsiao⁴ jung²,shiaw rong
笑声,xiào shēng,hsiao⁴ sheng¹,shiaw sheng
协会,xiéhuì,hsieh² hui⁴,shye huey
协商,xiéshāng,hsieh² shang¹,shye shang
协调,xiétiáo,hsieh² t'iao²,shye tyau
协助,xiézhù,hsieh² chu⁴,shye juh
写字楼,xiě zì lóu,hsieh³ tzu⁴ lou²,shiee tzyh lou
写字台,xiě zì tái,hsieh³ tzu⁴ t'ai²,shiee tzyh tair
心灵,xīnlíng,hsin¹ ling²,shin ling
心愿,xīn yuàn,hsin¹ yüan⁴,shin yuann
心脏,xīnzàng,hsin¹ tsang⁴,shin tzanq
心脏病,xīn zàng bìng,hsin¹ tsang⁴ ping⁴,shin tzanq binq
新人,xīn rén,hsin¹ jen²,shin ren
新兴,xīn xīng,hsin¹ hsing¹,shin shing
信仰,xìnyǎng,hsin⁴ yang³,shinn yeang
信用,xìn yòng,hsin⁴ yung⁴,shinn yonq
兴旺,xīngwàng,hsing¹ wang⁴,shing wanq
行程,xíng chéng,hsing² ch'eng²,shyng cherng
形,xíng,hsing²,shyng
凶,xiōng,hsiung¹,shiong
凶手,xiōngshǒu,hsiung¹ shou³,shiong shoou
修车,xiū chē,hsiu¹ ch'e¹,shiou che
袖珍,xiù zhēn,hsiu⁴ chen¹,shiow jen
悬,xuán,hsüan²,shyuan
旋转,xuánzhuǎn,hsüan² chuan³,shyuan joan
选拔,xuǎnbá,hsüan³ pa²,sheuan bar
选举,xuǎnjǔ,hsüan³ chü³,sheuan jeu
学会,xué huì,hsüeh² hui⁴,shyue huey
学员,xué yuán,hsüeh² yüan²,shyue yuan
血管,xuè guǎn,hsüeh⁴ kuan³,shiueh goan
血液,xuè yè,hsüeh⁴ yeh⁴,shiueh yeh
循环,xúnhuán,hsün² huan²,shyun hwan
压迫,yāpò,ya¹ p'o⁴,ia poh
烟花,yān huā,yan¹ hua¹,ian hua
沿,yán,yan²,yan
沿海,yánhǎi,yan² hai³,yan hae
沿着,yán zhe,yan² zhe,yan zhe
研发,yán fā,yan² fa¹,yan fa
眼看,yǎn kàn,yan³ k'an⁴,yean kann
演奏,yǎnzòu,yan³ tsou⁴,yean tzow
宴会,yànhuì,yan⁴ hui⁴,yann huey
洋,yáng,yang²,yang
仰,yǎng,yang³,yeang
养老,yǎng lǎo,yang³ lao³,yeang lao
氧气,yǎngqì,yang³ ch'i⁴,yeang chih
样,yàng,yang⁴,yanq
药品,yào pǐn,yao⁴ p'in³,yaw piin
要不然,yào bù rán,yao⁴ pu⁴ jan²,yaw buh ran
要好,yào hǎo,yao⁴ hao³,yaw hao
要么,yào me,yao⁴ me,yaw me
要素,yàosù,yao⁴ su⁴,yaw suh
野,yě,yeh³,yee
野生,yě shēng,yeh³ sheng¹,yee sheng
医药,yī yào,i¹ yao⁴,i yaw
依次,yī cì,i¹ tz'u⁴,i tsyh
依赖,yīlài,i¹ lai⁴,i lay
仪器,yíqì,i² ch'i⁴,yi chih
仪式,yíshì,i² shih⁴,yi shyh
遗憾,yíhàn,i² han⁴,yi hann
一番,yì fān,i⁴ fan¹,yih fan
一时,yì shí,i⁴ shih²,yih shyr
艺人,yì rén,i⁴ jen²,yih ren
议题,yì tí,i⁴ t'i²,yih tyi
异常,yìcháng,i⁴ ch'ang²,yih charng
意想不到,yì xiǎng bù dào,i⁴ hsiang³ pu⁴ tao⁴,yih sheang buh daw
意愿,yì yuàn,i⁴ yüan⁴,yih yuann
因,yīn,yin¹,in
因素,yīnsù,yin¹ su⁴,in suh
阴谋,yīnmóu,yin¹ mou²,in mou
阴影,yīn yǐng,yin¹ ying³,in yiing
音量,yīn liàng,yin¹ liang⁴,in lianq
音像,yīn xiàng,yin¹ hsiang⁴,in shianq
隐藏,yǐn cáng,yin³ ts'ang²,yiin tsarng
隐私,yǐnsī,yin³ ssu¹,yiin sy
印,yìn,yin⁴,yinn
英雄,yīngxióng,ying¹ hsiung²,ing shyong
迎来,yíng lái,ying² lai²,yng lai
影迷,yǐng mí,ying³ mi²,yiing mi
影星,yǐng xīng,ying³ hsing¹,yiing shing
应对,yìng duì,ying⁴ tui⁴,yinq duey
应急,yìng jí,ying⁴ chi²,yinq jyi
用得着,yòng de zháo,yung⁴ de chao²,yonq de jaur
用法,yòng fǎ,yung⁴ fa³,yonq faa
用品,yòng pǐn,yung⁴ p'in³,yonq piin
用心,yòng xīn,yung⁴ hsin¹,yonq shin
优质,yōu zhì,yu¹ chih⁴,iou jyh
游人,yóu rén,yu² jen²,you ren
游玩,yóu wán,yu² wan²,you wan
游戏机,yóu xì jī,yu² hsi⁴ chi¹,you shih ji
游行,yóu xíng,yu² hsing²,you shyng
有关,yǒu guān,yu³ kuan¹,yeou guan
有没有,yǒu méi yǒu,yu³ mei² yu³,yeou mei yeou
有事,yǒu shì,yu³ shih⁴,yeou shyh
于,yú,yü²,yu
娱乐,yúlè,yü² le⁴,yu leh
愉快,yúkuài,yü² k'uai⁴,yu kuay
与,yǔ,yü³,yeu
宇航员,yǔ háng yuán,yü³ hang² yüan²,yeu harng yuan
雨衣,yǔ yī,yü³ i¹,yeu i
预约,yù yuē,yü⁴ yüeh¹,yuh iue
元素,yuánsù,yüan² su⁴,yuan suh
园,yuán,yüan²,yuan
园地,yuán dì,yüan² ti⁴,yuan dih
原,yuán,yüan²,yuan
原告,yuángào,yüan² kao⁴,yuan gaw
原谅,yuánliàng,yüan² liang⁴,yuan lianq
圆珠笔,yuán zhū bǐ,yüan² chu¹ pi³,yuan ju bii
援助,yuán zhù,yüan² chu⁴,yuan juh
缘故,yuángù,yüan² ku⁴,yuan guh
远方,yuǎn fāng,yüan³ fang¹,yeuan fang
远离,yuǎn lí,yüan³ li²,yeuan li
远远,yuǎn yuǎn,yüan³ yüan³,yeuan yeuan
约定,yuē dìng,yüeh¹ ting⁴,iue dinq
乐曲,yuè qǔ,yüeh⁴ ch'ü³,yueh cheu
晕,yūn,yün¹,iun
允许,yǔnxǔ,yün³ hsü³,yeun sheu
运作,yùn zuò,yün⁴ tso⁴,yunn tzuoh
晕车,yùn chē,yün⁴ ch'e¹,yunn che
杂,zá,tsa²,tzar
再生,zài shēng,tsai⁴ sheng¹,tzay sheng
